涉	しょう,わたる
貴規	たかき,たかのり
貴輝	たかき,たかてる
貴義	たかのり,たかよし
貴久	たかひさ,よしひさ
貴敬	たかあき,たかのり,たかひろ
貴光	たかてる,たかみつ,よしてる
貴功	たかのり,たかよし
貴司	たかし,たかつぐ,たけし
貴史	たかし,たかひと,たかふみ,よしふみ
貴嗣	あつじ,たかし,たかつぐ
貴士	たかし,たかと
貴志	たかし,たかゆき
貴寿	たかとし,たかひさ
貴樹	たかき,よしき
貴充	たかみち,たかみつ
貴将	きしょう,たかまさ,たけまさ
貴昌	たかまさ,たかよし
貴昭	たかあき,よしあき
貴祥	きしょう,たかし,たかひろ,たかゆき,たかよし
貴章	きしょう,たかあき,たかゆき
貴丈	あつひろ,たかひろ
貴臣	きしん,たかおみ,たかのり
貴人	たかと,たかひと
貴仁	たかと,たかひと
貴生	あつお,たかお
貴聖	きせい,たかまさ
貴泰	たかひろ,たかやす
貴大	たかお,たかはる,たかひろ
貴都	たかと,たかひろ
貴統	たかと,たかのり
貴之	たかし,たかのぶ,たかゆき,よしゆき
貴美	たかみ,たかよし,としみつ
貴也	たかなり,たかや,とうや
貴弥	たかみ,たかや
貴優	たかひろ,たかまさ
貴友	たかと,たかとも
貴悠	たかはる,たかひさ
貴由	たかゆき,たかよし
貴祐	きすけ,たかひろ,たかみち
貴裕	あつひろ,たかひろ
貴陽	たかあき,たかはる
貴琉	きりゅう,たける
貴隆	きよたか,きりゅう,よしたか
貴亮	たかあき,たかよし
貴倫	たかのり,たかみち
貴路	たかみち,たかゆき
貴朗	たかあき,たかお
貴翔	あつと,きしょう,たかと,よしと
輝一	あきひと,てるかず,てるひと
輝貴	あきたか,てるき,るき
輝義	あきよし,てるあき,てるよし
輝虎	きらと,てとら
輝弘	あきひろ,てるひろ
輝哉	だいや,てるや
輝樹	てるき,るき
輝将	てるまさ,てるゆき
輝章	てるあき,てるき,てるふみ
輝信	あきのぶ,きしん,てるのぶ
輝心	きしん,こうしん
輝真	きしん,てるま,てるまさ
輝人	きらと,こうと,てると,てるひと
輝仁	あきひと,きらと,てると,てるひと
輝成	てるあき,てるなり
輝星	きせい,こうせい,てっせい,らいと
輝太郎	きたろう,てるたろう
輝大	こうだい,てるひろ,らいと
輝知	あきとも,てるかず,てるとも
輝智	あきとも,てるとし,てるとも
輝斗	きらと,てると
輝彦	あきひこ,てるひこ
輝也	てるなり,てるや
輝亮	きすけ,てるあき
輝翔	がくと,きしょう,きらと,てると
儀章	のりふみ,よしあき
儀人	よしと,よしひと
宜幸	なりゆき,のぶゆき,よしゆき
宜広	のりひろ,よしひろ
宜弘	のぶひろ,よしひろ
宜士	たかし,よしひと
宜大	たかひろ,よしとも
宜典	よしのり,よしふみ
宜之	たかゆき,よしゆき
宜伯	たかのり,のぶたか
宜彦	のぶひこ,よしひこ
宜也	たかや,のりや
宜裕	たかひろ,よしひろ
義維	よしつな,よしゆき
義一	よしかず,よしひと
義営	よしいえ,よしのり
義栄	よしはる,よしひで
義永	よしと,よしひさ
義瑛	よしあき,よしてる
義央	よしお,よしひさ,よしひろ
義往	よしみち,よしゆき
義幹	よしき,よしもと
義喜	よしき,よしはる
義基	よしき,よしもと
義紀	しげき,よしき,よしのり
義規	よしき,よしのり
義記	しげき,よしき,よしのり
義貴	よしき,よしたか
義起	よしき,よしゆき
義輝	しげき,よしあき,よしき,よしてる
義宜	よしのぶ,よしのり
義恭	よしたか,よしゆき
義教	よしたか,よしのり,よしゆき
義啓	あきひろ,よしひろ
義敬	よしたか,よしひろ
義光	よしあき,よしてる,よしみつ
義広	よしお,よしひろ
義恒	よしつね,よしひさ
義貢	よしつぐ,よしみつ
義哉	ともや,よしちか,よしや
義士	のりひと,よしと,よしひと
義宗	よしひろ,よしむね
義修	よしなお,よしみち
義勝	よしかつ,よしまさ
義将	みちまさ,よしのぶ,よしまさ
義尚	よしたか,よしなお,よしひさ
義昌	よしあき,よしまさ
義昭	よしあき,よしはる
義章	よしあき,よしふみ
義常	よしつね,よしのぶ
義人	あきひと,ともひと,よしと,よしひと,よりと
義仁	よしと,よしひと,よしひろ
義生	よしお,よしき,よしなり
義斉	よしなり,よしひと
義大	よしき,よしはる,よしひろ,よしまさ
義知	よしかず,よしとも
義宙	よしひろ,よしみち
義哲	よしあき,よしのり
義典	よしのり,よしひろ,よしふみ
義都	よしと,よしひろ
義等	ちから,よしひと
義道	よしと,よしみち
義彬	のりあき,よしあき
義明	のりあき,よしあき
義也	いさや,ともや,のりや,よしなり,よしや
義弥	ともや,よしひさ,よしひろ,よしみつ,よしや
義矢	ともや,よしや
義友	あきとも,よしとも
義悠	よしはる,よしひさ
義裕	あきひろ,よしひろ
義雄	よしお,よしかつ
義耀	よしあき,よしてる
義隆	みちたか,よしたか
義良	ちから,よしろう
義倫	よしとも,よしのり,よしみち
義朗	よしあき,よしお,よしろう
義郎	よしお,よしろう
義和	よしかず,よしなり,よしまさ
吉営	よしいえ,よしのり
吉央	よしお,よしひろ
吉紀	よしき,よしのり,よしひろ
吉規	よしき,よしのり
吉貴	よしき,よしたか
吉輝	よしき,よしてる
吉敬	よしたか,よしのり,よしひろ
吉光	よしてる,よしみつ
吉寿	よしかず,よしひさ,よしひろ
吉樹	よしき,よしのぶ
吉尚	よしなお,よしひさ
吉成	よしなり,よしのり
吉生	よしお,よしたか
吉也	よしなり,よしや
久敬	ひさたか,ひさゆき
久光	ひさてる,ひさみつ
久幸	ひさゆき,ひさよし
久晃	てるあき,ひさあき,ひさてる
久司	きゅうじ,ひさし
久嗣	ひさし,ひさつぐ
久次	きゅうじ,ひさつぐ
久治	きゅうじ,きょうじ,くにはる,ひさはる
久昭	ひさあき,ひさてる
久人	きゅうと,ひさと
久成	ひさなり,ひさや
久宣	ひさのぶ,ひさのり
久知	ひさし,ひさと,ひさとも
久斗	きゅうと,ひさと
久渡	きゅうと,ひさと
久登	きゅうと,ひさと
久都	きゅうと,ひさと
久也	ひさなり,ひさや
久雄	ひさお,ひさたか
久朗	ひさあき,ひさお
久翔	きゅうと,ひさと
求	つとむ,まさる,もとむ
求彦	ひでひこ,もとひこ
巨樹	おうき,なおき,ひろき
亨介	きょうすけ,りょうすけ
亨哉	きょうや,こうや,としや,みちや,ゆきや
亨人	なおと,みちと,ゆきと
亨仁	なおと,みちと
亨太	きょうた,こうた
亨平	きょうへい,こうへい
亨輔	きょうすけ,こうすけ
亨也	こうや,としや,みちや,ゆきや
亨耶	きょうや,こうや,としや,みちや,ゆきや
亨弥	きょうや,こうや,とおや,としや,みちや,ゆきや
亨祐	きょうすけ,りょうすけ
亨洋	あきひろ,みちひろ,ゆきひろ
享史	たかし,たかふみ
享嗣	きょうじ,たかし
享士	きょうじ,ゆきのり
享生	きょうせい,たかお
享年	たかとし,ゆきとし
享也	きょうや,たかや,みちや
京ノ介	きょうのすけ,けいのすけ
京育	きょうすけ,けいすけ
京一	きょういち,けいいち
京一郎	きょういちろう,けいいちろう
京壱	きょういち,けいいち
京右	きょうすけ,けいすけ
京介	きょうすけ,けいすけ
京吾	きょうご,けいご
京悟	きょうご,けいご
京護	きょうご,けいご
京助	きょうすけ,きょうた
京将	きょうすけ,けいしょう
京丞	きょうすけ,けいすけ
京聖	きょうせい,けいしょう
京太	きょうた,くにたか,けいた
京太朗	きょうたろう,けいたろう
京太郎	きょうたろう,けいたろう
京汰	きょうた,けいた
京乃丞	きょうのすけ,けいのすけ
京之介	きょうのすけ,けいのすけ
京弥	あつや,きょうや
京佑	きょうすけ,けいすけ
京祐	きょうすけ,けいすけ
京亮	きょうすけ,けいすけ
競一	きょういち,けいいち
競一郎	きょういちろう,けいいちろう
競介	きょうすけ,けいすけ
競太	きょうた,けいた
競太郎	きょうたろう,けいたろう
競輔	きょうすけ,けいすけ
共生	ともお,ともき
共陽	きょうや,ともや
匡益	ただのり,ただよし,まさのり
匡弘	ただひろ,まさひろ
匡晃	まさあき,まさてる
匡浩	ただひろ,まさひろ
匡高	くにたか,まさたか
匡哉	きょうや,まさや
匡司	きょうじ,ただし,まさし
匡史	ただし,ただふみ,まさし,まさふみ
匡志	ただし,まさし,まさゆき
匡治	きょうじ,まさはる
匡純	ただよし,まさずみ
匡臣	ただおみ,まさおみ
匡人	まさと,まさひと
匡仁	まさと,まさひと
匡成	きょうせい,まさなり
匡晴	ただはる,まさはる
匡大	きょうた,こうだい
匡典	こうすけ,ただのり
匡博	ただひろ,まさひろ
匡彦	ただひこ,まさひこ
匡夫	ただお,まさお
匡平	きょうへい,こうへい
匡芳	ただよし,まさよし
匡也	きょうや,まさなり,まさや
匡弥	きょうや,まさや
匡矢	きょうや,こうや,まさや
匡佑	きょうすけ,ただすけ
匡由	ただよし,まさよし
匡祐	きょうすけ,ただひろ,ただよし
匡洋	ただひろ,ただよし,まさひろ
匡亮	きょうすけ,ただよし
匡良	ただよし,まさよし
卿一	きょういち,けいいち
喬司	きょうじ,たかし
喬史	たかし,たかふみ
喬嗣	きょうじ,たかし
喬滋	たかし,たかしげ
喬成	きょうせい,たかなり
喬大	きょうた,たかひろ,ただひろ
喬也	きょうや,たかや
喬耶	きょうや,たかや
境太	きょうた,けいた
強	ごう,さとる,つとむ,つよし,まさる
強史	きょうじ,つよし
強志	きょうじ,つよし
強太	きょうた,ごうた
恭一	きょういち,よしかず
恭雅	きょうが,やすまさ
恭貴	やすき,やすたか
恭輝	みつき,よしき
恭久	やすひさ,よしひさ
恭己	みつき,よしき
恭幸	きょうご,やすゆき
恭司	きょうじ,やすし
恭史	きょうじ,たかし,たかひと,たかふみ,やすし,やすふみ
恭士	きょうじ,たいし,たいと,やすお,やすし
恭志	きょうじ,たいし,たかし,ただし,やすし
恭資	きょうすけ,やすし
恭寿	やすとし,やすひさ
恭助	きょうすけ,きょうた
恭昭	くにあき,やすあき
恭章	たかゆき,やすあき,やすゆき
恭人	すみと,やすと
恭仁	やすと,やすひと
恭成	きょうせい,やすまさ,ゆきなり
恭正	きょうせい,きよまさ,やすまさ
恭生	きょうせい,みつき,やすお,やすき
恭大	きょうた,たかひろ,ただひろ,やすひろ
恭典	きょうすけ,やすのり
恭斗	すみと,やすと
恭之	やすし,やすゆき
恭彦	やすひこ,ゆきひこ
恭彬	たかあき,のりあき
恭敏	たかとし,ゆきとし
恭也	きょうや,たかや,ゆきや,よしや
恭弥	きょうや,ゆきや
恭矢	きょうや,ゆきや
恭悠	たかひさ,やすはる,やすひさ,ゆきひさ
恭裕	たかひろ,やすひろ
恭理	きょうすけ,たかみち
教一	きょういち,のりかず
教司	きょうじ,さとし,たかし
教春	きよはる,のりはる
教仁	のりと,のりひと
教生	きょうせい,のりお
教隆	かずたか,のりたか
興一	きょういち,こういち
興一郎	きょういちろう,こういちろう
興太	きょうた,こうた
興太郎	きょうたろう,こうたろう
興大	こうた,こうだい
興平	きょうへい,こうへい
郷介	きょうすけ,こうすけ
郷悟	あきのり,きょうご
郷史	さとし,さとふみ
郷助	きょうた,こうすけ
郷太	きょうた,ごうた
郷矢	きょうや,さとし,さとや
鏡介	きょうすけ,けいすけ
響助	きょうすけ,きょうた
尭弥	あきや,のりや
暁一	あきかず,あきひと
暁哉	あきや,きょうや,ときや
暁史	あきひと,さとし
暁士	あきひと,さとし
暁寿	あきとし,あきひさ
暁大	あきひろ,きょうた
暁也	あきや,あつや,きょうや,ときや
暁弥	あきや,きょうや,ときや
暁陽	あきはる,きょうや,ときお,ときや
業	ごう,はじめ
極	きわむ,たかし
桐史	とうし,とうじ
桐士	きりと,とうじ
桐志	とうし,とうじ
桐生	きりゅう,とうき
桐杜	きりと,ひさと
桐和	きりと,とうわ
勤	すすむ,つとむ
均	さとる,ひとし,まさる
欽之	ただゆき,よしゆき
矩大	のりお,のりひろ
矩彦	つねひこ,のりひこ
空羽馬	くうま,そうま
空羽流	すばる,そうる
空叶	くうと,そらと
空稀	くうま,そらき
空虎	くうと,そらと
空詩	くうた,そうた
空樹	そらき,たかき
空人	くうと,そらと,ひろと
空仁	くうと,たかと,たかひと
空太	くうた,こうた,そらた
空汰	くうた,そらた
空泰	くうた,そらた
空大	あきひろ,くうた,こうた,こうだい,そらた,そらと,たかひろ
空天	あきたか,くうま
空斗	くうと,そらと,たかと
空杜	くうと,そらと
空登	くうと,そらと
空都	くうと,そらと
空飛	くうと,そらと,たかと
空舞	くうま,てんま
空也	あきや,こうや,そらや
空弥	そらや,たかや
空矢	こうや,そらや,たかや
空友	あきとも,そらと
空陽	すばる,たかはる
空翔	あとむ,くうと,そらと,たかと
君紀	きみとし,きみのり
君哉	きみちか,きみや
君彦	きみひこ,なおひこ
薫彦	くにひこ,しげひこ,ひでひこ
薫明	しげあき,しげとし
訓	さとし,さとる
訓久	くにひさ,のりひさ
訓弘	くにひろ,のぶひろ
訓生	くにお,のりお
啓一	けいいち,ひろかず
啓允	けいすけ,ひろみつ
啓幹	はるき,ひろき
啓希	はるき,ひろき
啓気	はるき,ひろき
啓紀	あきのり,ひろき,ひろのり
啓規	ひろき,ひろのり
啓貴	はるき,ひろき,ひろたか
啓輝	はるき,ひろき,ひろてる
啓久	あきひさ,ひろひさ
啓玄	たかはる,ひげん
啓虎	はると,ひろと
啓孝	ひろたか,よしたか
啓行	たかゆき,ひろゆき
啓史	てるひと,はるひと,ひろし,ひろふみ
啓嗣	ひろし,ひろつぐ
