髙	こう,たか
蒲原	かまはら,かもはら,かんばら
蒲生	かまう,かもう,がも,がもう
蒲沢	かばさわ,がわさわ
蒲地	かまち,かもち
蒲田	かまた,がばた,がまた,がまだ
蒲澤	かまさわ,かまざわ
釜谷	かまたに,かまや
釜田	かまた,かまだ
釜鳴	かまなり,かまなる
鎌原	かまはら,かんばら
鎌崎	かまさき,かまざき
鎌上	かまかみ,かみがみ
鎌谷	かまたに,かまや
鎌仲	かまなか,なまなか
鎌塚	かまつか,かまづか
鎌田	かまた,かまだ
鴨崎	かもさき,かもざき
鴨田	かもた,かもだ
栢原	かやはら,かやばら
栢木	かやき,かやのき
茅原	かやはら,ちはら
茅根	かやね,ちのね
茅島	かやしま,かやじま
茅野	かやの,ちの
萱島	かやしま,かやじま
粥川	かゆかわ,かゆがわ
刈込	かりこみ,かりこめ
苅込	かりこみ,かりごめ
苅宿	かりしゅく,かりやど
苅田	かりた,かんだ
苅部	かりべ,かるべ
瓦谷	かわらたに,かわらだに
寒川	かんかわ,かんがわ,さがわ,さむかわ,さんがわ,そうかわ,そうがわ
寒竹	かんたけ,かんちく
寒風	かんぷう,さむかぜ
勘川	かんかわ,かんがわ
巻端	まきはし,まきはま
官能	かんの,かんのう
幹	かん,みき
甘崎	あまさき,あまざき
甘中	あまなか,かんなか
甘粕	あまかす,あまがす
管	かん,すが
管家	かんけ,すがや
管原	すがはら,すがわら
肝付	きもつき,きもつけ
貫井	ぬきい,ぬくい
貫名	かんめい,ぬきな
間	あいだ,はざま
間下	ました,ましも
間崎	まさき,まざき
間谷	あいたに,あいだに
間地	あいち,まぢ
間中	けんちゅう,まなか
間塚	まつか,まづか
間島	ましま,まじま
間嶋	ましま,まじま
間鍋	かんなべ,まなべ
間馬	あいば,けんま
間部	まなべ,まぶ,まべ
間明田	まみょうだ,まみよだ
閑野	かんの,しずの
関原	かんばら,せきはら
関戸	せきと,せきど
関川	せきかわ,せきがわ
関谷	せきたに,せきや
関田	せきた,せきだ
関島	せきしま,せきじま
関藤	せきとう,せきふじ
館	たち,たて
館花	たちばな,たてはな
館盛	たちもり,たてもり
舘	たち,たて
舘下	たちした,たてした
舘久	たちひさ,たてひさ
舘盛	たちもり,たてもり
舘田	たちだ,たてだ
舘野	たちの,たての
舘澤	たてさわ,たてざわ
丸橋	まるはし,まるばし
丸谷	まるたに,まるや
丸塚	まるつか,まるづか
丸藤	がんとう,がんどう,まるふじ
丸澤	まるさわ,まるざわ
岸上	きしうえ,きしがみ
岸川	きしかわ,きしがわ
岸谷	きしたに,きしや
岸端	きしはた,きしばた
岸木	きしき,きしぎ
岩久	いわく,いわひさ
岩隈	いわくま,いわぐま
岩戸	いわと,いわど
岩口	いわくち,いわぐち
岩佐	いわさ,ゆあさ
岩出	いわいで,いわで
岩楯	いわたて,いわだて
岩上	いわかみ,いわがみ
岩城	いわき,いわしろ
岩垂	いわたれ,いわだれ
岩川	いわかわ,いわがわ
岩浅	いわあさ,いわさ
岩谷	いわたに,いわや
岩塚	いわつか,いわづか
岩槻	いわき,いわつき
岩島	いわしま,いわじま
岩藤	いわとう,いわどう,いわふじ
岩畔	いわくろ,いわぐろ
岩部	いわぶ,いわべ
岩淵	いわふち,いわぶち
岩辺	いわなべ,いわべ
岩立	いわたて,いわだて
岩渕	いわふち,いわぶち
雁瀬	かりせ,がんせ
喜々津	ききつ,ききづ
喜岡	きおか,よしおか
喜屋武	きゃん,きやたけ,きやん
喜舎場	きしゃば,きゃしゃば
喜多	きた,きだ
喜多嶋	きたしま,きたじま
喜谷	きたに,きだに
喜田	きた,きだ
喜納	きな,きのう
喜友名	あにや,きゅうな,きゆうな,きゆな
喜連川	きつれがわ,きれかわ
寄川	よせかわ,よりかわ
寄田	きだ,よりた
希代	きたい,きだい
帰山	かえりやま,きやま
気賀澤	きがさわ,けがさわ
気仙	きせん,けせん
稀代	きしろ,きたい
紀	き,きの
貴家	きや,さすが
貴船	きふね,きぶね
貴村	きむら,たかむら
貴田	きだ,たかだ,ときだ
貴島	きしま,きじま
鬼海	きうみ,きかい
鬼山	おにやま,きやま
鬼沢	おにさわ,おにざわ,きざわ
鬼追	おにさこ,きおい
鬼塚	おにずか,おにつか,おにづか
鬼柳	おにやなぎ,きやなぎ,きりゅう
鬼澤	おにさわ,おにざわ,きさわ
亀ヶ谷	かめがい,かめがや
亀海	かめうみ,かめがい
亀甲	かめこう,きこう,きっこう
亀崎	かめさき,かめざき
亀水	かめすい,かめみず
亀川	かめかわ,かめがわ
亀沢	かめさわ,かめざわ
亀谷	かめがい,かめたに,かめや
亀田	かめた,かめだ
亀島	かめしま,かめじま
亀頭	かめがしら,かめず
亀澤	かめさわ,かめざわ
儀賀	ぎか,ぎが
儀部	ぎぶ,ぎべ
宜寿次	ぎすし,ぎすじ
義積	よしずみ,よしづみ
義本	ぎもと,よしもと
菊崎	きくさき,きくざき
菊川	きくかわ,きくがわ
菊沢	きくさわ,きくざわ
菊谷	きくたに,きくや
菊地原	きくちはら,きくちばら
菊澤	きくさわ,きくざわ
吉	よし,よしざき
吉越	よしこし,よしごえ
吉家	きっか,よしいえ
吉賀	よしか,よしが
吉海	よしかい,よしがい
吉開	よしかい,よしがい
吉原	よしはら,よしわら
吉高	きったか,よしたか,よしだか
吉高神	きちこうじん,きっこうじん
吉崎	よしさき,よしざき
吉瀬	きせ,きちせ,きちぜ,よしせ
吉清	きたせい,きちせい
吉積	よしずみ,よしづみ
吉川	きちかわ,きっかわ,よしかわ
吉谷	よしがい,よしたに,よしや
吉津	きつ,よしず,よしつ,よしづ
吉田	よした,よしだ
吉島	きちじま,よしじま
吉嶋	きちじま,よしじま
吉藤	よしとう,よしふじ
吉迫	よしさこ,よしざこ
吉富	よしとみ,よしどみ
吉冨	よしとみ,よしどみ,よしどめ
吉敷	きしき,よしき
吉末	よしすえ,よしずえ
吉野谷	よしのたに,よしのや
吉友高	よしともこう,よしもとこう
吉留	よしとめ,よしどめ
吉澤	よしさわ,よしざわ
橘高	きったか,きつたか
橘川	きっかわ,きつかわ
橘田	きった,きつた,きつだ
橘木	すのき,たちばなき
杵島	きしま,きじま
杵淵	きねふち,きねぶち
逆井	さかい,さかさい
久	ひさ,ひさし
久々湊	くくみなと,くぐみなと,くにみなと
久下	くげ,ひさか
久家	くが,くげ
久我	くが,こが
久賀	くが,ひさが
久間	きゅうま,くま,ひさま
久間田	くまた,くまだ
久喜	きゅうき,くき
久郷	きゅうごう,くごう
久原	きゅうはら,くはら,くばる,ひさはら
久戸	きゅうと,ひさと
久後	くご,ひさご
久江	きゅうえ,ひさえ
久高	くだか,ひさたか
久佐賀	くさか,くさが
久崎	きゅうさき,きゅうざき,ひさざき
久山	くやま,ひさやま
久司	きゅうし,くし,ひさし
久次	きゅうじ,ひさつぐ
久守	くもり,ひさもり
久手堅	くてけん,くでけん
久住	くすみ,くずみ,ひさずみ
久住呂	くじゅうろ,くじゅろ
久重	ひさえ,ひさしげ
久世	くせ,くぜ
久瀬	きゅうせ,くせ,くぜ
久積	ひさずみ,ひさづみ
久川	きゅうかわ,ひさかわ
久蔵	きゅうぞう,ひさくら
久村	くむら,ひさむら
久地岡	くちおか,くぢおか
久津	くず,くつ,ひさつ
久田	くた,くだ,ひさた,ひさだ
久島	きゅうしま,くしま,ひさしま,ひさじま
久嶋	きゅうしま,くしま,ひさじま
久藤	くどう,ひさふじ
久徳	きゅうとく,ひさとく
久富	くとみ,くどみ,ひさとみ
久冨	ひさとみ,ひさどみ
久布白	くぶしろ,くぼしろ
久米川	くめかわ,くめがわ
久米田	くめた,くめだ
久保寺	くぼてら,くぼでら
久保谷	くぼたに,くぼや
久保島	くぼしま,くぼじま
久芳	くば,くぼ
久堀	くぼり,ひさぼり
久満	くま,ひさみつ
久木	きゅうき,くき,ひさき
久木野	くきの,くぎの
久門	きゅうもん,くもん,ひさかど
久野	きゅうの,くの,ひさの
久利	くり,ひさり
久留	くとめ,くる,ひさとめ,ひさどめ
久良	きゅうら,くろう
久良木	きゅうらぎ,くらき
久和	きゅうわ,くわ,ひさわ
休場	きゅうば,やすば,やすみば,やすんば
宮宇地	みやうち,みやうぢ
宮永	みやなか,みやなが
宮越	みやこし,みやごえ,みやごし
宮廻	みやさこ,みやまわり
宮原	みやはら,みやばら
宮戸	みやと,みやど
宮後	みやご,みやじり
宮向	みやむかい,みやむき,みやむこ
宮国	みやくに,みやぐに
宮腰	みやこし,みやごし
宮阪	みやさか,みやざか
宮崎	みやさき,みやざき
宮司	みやし,みやじ
宮上	みやうえ,みやかみ,みやがみ
宮城	みやき,みやぎ,みやしろ,みやんじょう
宮川	みやかわ,みやがわ
宮前	みやさき,みやざき,みやまえ
宮代	みやしろ,みやだい
宮沢	みやさわ,みやざわ
宮谷	みやがい,みやたに
宮谷内	みやうち,みやたにうち
宮地	みやじ,みやち,みやぢ
宮津	みやつ,みやづ
宮塚	みやつか,みやづか
宮田	みやた,みやだ
宮島	みやしま,みやじま
宮東	くとう,くどう,みやとう,みやひがし
宮藤	くどう,みやふじ
宮道	みやじ,みやみち
宮迫	みやさこ,みやざこ
宮保	みやほ,みやぼ
宮里	みやさと,みやざと
宮良	みやよし,みやら
宮國	みやくに,みやぐに
宮嶌	みやしま,みやじま
宮澤	みやさわ,みやざわ
弓崎	ゆみさき,ゆみざき
弓狩	ゆかり,ゆがり
弓場	ゆうば,ゆば,ゆみば
弓達	ゆだて,ゆみだて
弓谷	ゆみたに,ゆみや
弓納持	ゆなもち,ゆみなもち
弓部	ゆみべ,ゆんべ
弓野	きゅうの,ゆみの
弓立	ゆだて,ゆみたて
朽木	くちき,くつき
牛草	うしくさ,うしぐさ
牛塚	うしつか,うしづか
牛堂	うしどう,ごどう
牛尿	うしばり,うばり
牛尾	うしお,うじお
牛房	うしふさ,ごぼう
居城	いしろ,いじろ
居神	いかみ,いがみ
居石	いいし,いせき,おりいし,すえいし
巨海	おおみ,こみ
許士	きょし,きよし
許田	きょだ,もとだ
漁	あさり,いさり,すなどり,りょう
魚崎	うおさき,うおざき
魚谷	うおたに,うおや
魚津	うおず,うおつ,うおづ
魚返	うがえり,おがえり
魚躬	うおのみ,うおみ,さく
京	かなどめ,きょう
京角	きょうかく,きょうがく,きょうずみ
京増	きょうそう,きょうます
京谷	きょうたに,きょうや
京田	きょうた,きょうだ,きょうでん
京都	きょうと,みやこ
京馬	けば,けま
競	きそ,きそう
強瀬	こわせ,つよせ
橋岡	はしおか,はしをか
橋詰	はしずめ,はしづめ
橋戸	はしと,はしど
橋上	はしかみ,はしがみ
橋新	はししん,はしに
橋谷	はしたに,はしや
橋端	はしば,はしばた
橋塚	はしずか,はしづか
橋爪	はしずめ,はしづめ
橋都	はしずめ,はしづ,はしづめ
狭間	はさま,はざま
興地	おきじ,おきぢ
興野	おきの,きょうの
興梠	こうろ,こうろき,こうろぎ,こおろぎ
郷右近	ごううこん,ごうこん
郷司	ごうし,ごうじ
郷津	ごうず,ごうづ
郷田	ごうた,ごうだ,ごうでん
饗場	あいば,あえば
饗庭	あいば,あえば
仰木	おうぎ,おおぎ
暁	あかつき,ぎょう
曲山	きょくやま,まがりやま
曲師	まぎし,まげし
曲谷	まがたに,まがりや
曲田	まがた,まがりた,まがりだ
曲淵	まがりふち,まがりぶち
曲渕	かねぶち,まがりぶち
玉越	たまこし,たまごし
玉寄	たまよせ,たまより
玉懸	たまかけ,たまがけ
玉崎	たまさき,たまざき
玉作	たまさく,たまつくり
玉上	たまうえ,たまがみ
玉城	たまき,たまぐすく,たましろ
玉生	たまお,たまき,たまにう,たまにゅう,たもう
玉川	たまかわ,たまがわ
玉泉	ぎょくせん,たまいずみ
玉谷	たまたに,たまや
玉地	たまじ,たまち
玉置	たまおき,たまき
玉田	たまた,たまだ
桐生	きりう,きりゅう
桐谷	きりがや,きりたに,きりや
桐木	きりき,きりのき
錦見	にしきみ,にしみ
錦織	にしきおり,にしこうり,にしこおり,にしこり,にしごり
錦川	にしきかわ,にしきがわ
琴寄	ことよせ,ことより
近	こん,ちか
近江	おうみ,おおみ
近江屋	おうみや,おおみや
近江谷	おうみや,おおみや
近沢	ちかさわ,ちかざわ
近谷	こんたに,ちかたに,ちかや
近田	こんた,こんだ,ちかた,ちかだ
近内	こんない,ちかうち
近木	こぎ,ちかき
近野	こんの,ちかの
近澤	ちかさわ,ちかざわ
金	かね,きん,こん
金井	かない,かねい
金井塚	かないずか,かないづか
金岡	かなおか,かねおか
金屋	かなや,かねや
金海	かなうみ,かねうみ
金垣	かながき,かねがき
金巻	かなまき,かねまき
金関	かなせき,かねせき
金丸	かなまる,かねまる
金吉	かなきち,かねよし
金久保	かなくぼ,かねくぼ
金見	かなみ,かねみ
金原	かなはら,かねはら,きんばら,きんぱら
金戸	かなど,かねと
金光	かなみつ,かねみつ,こんこう
金口	かなくち,かなぐち,かねぐち
金行	かなゆき,かねゆき
金高	かねたか,きんたか
金坂	かなさか,かねさか
金崎	かなさき,かなざき,かねざき
金作	かなさく,かねさく
金山	かなやま,かねやま
金刺	かなざし,かねさし,かねざし
金指	かなさし,かなざし
金枝	かなえだ,かねえだ
金氏	かなうじ,かねうじ
金治	かなじ,かねじ
金重	かなしげ,かねしげ
金出	かないで,かなで
金春	こんばる,こんぱる
金松	かなまつ,かねまつ
金上	かながみ,かねじょう
金城	かなしろ,かねしろ,きんじょう
金場	かねば,こんば
